tactic_id,tactic,priority,technique_id,technique,subtechnique_id,subtechnique,is_leaf,platforms,detection_strategies,analytics,data_components_required,data_components_missing,status,hypotheses,files
TA0003,Persistence,1,T1098,Account Manipulation,T1098.007,Additional Local or Domain Groups,yes,Windows; macOS; Linux,DET0310,AN0865; AN0866; AN0867,User Account Modification,,covered,1,techniques/T1098-account-manipulation/T1098.007-additional-local-or-domain-groups/privileged-group-membership-granted.yaml
TA0003,Persistence,1,T1112,Modify Registry,,,yes,Windows,DET0280,AN0781,Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1112-modify-registry/security-control-registry-values-weakened.yaml
TA0003,Persistence,1,T1133,External Remote Services,,,yes,Containers; Linux; macOS; Windows,DET0354,AN1004; AN1005; AN1006; AN1007,Application Log Content; Logon Session Metadata; Network Connection Creation; Network Traffic Flow; User Account Authentication,,covered,1,techniques/T1133-external-remote-services/remote-access-service-exposed-for-reentry.yaml
TA0003,Persistence,1,T1136,Create Account,,,no,Windows; IaaS; Linux; macOS; Network Devices; Containers; SaaS; Office Suite; Identity Provider; ESXi,DET0583,AN1604; AN1605; AN1606; AN1607; AN1608,Command Execution; File Modification; Process Creation; User Account Creation; User Account Modification,,parent,0,
TA0003,Persistence,1,T1136,Create Account,T1136.001,Local Account,yes,Containers; ESXi; Linux; macOS; Network Devices; Windows,DET0447,AN1235; AN1236; AN1237; AN1238; AN1239; AN1240,Command Execution; File Modification; Process Creation; User Account Creation,,covered,1,techniques/T1136-create-account/T1136.001-local-account/local-account-created-and-privileged.yaml
TA0003,Persistence,1,T1136,Create Account,T1136.002,Domain Account,yes,Linux; macOS; Windows,DET0003,AN0006; AN0007; AN0008,Command Execution; Logon Session Creation; Process Creation; User Account Authentication; User Account Creation,,covered,1,techniques/T1136-create-account/T1136.002-domain-account/domain-account-created-from-an-endpoint.yaml
TA0003,Persistence,1,T1136,Create Account,T1136.003,Cloud Account,yes,IaaS; SaaS; Office Suite; Identity Provider,DET0319,AN0899; AN0900; AN0901; AN0902,Group Modification; User Account Authentication; User Account Creation; User Account Modification,Group Modification,out-of-scope,0,
TA0003,Persistence,1,T1137,Office Application Startup,,,no,Windows; Office Suite,DET0398,AN1116; AN1117,Application Log Content; File Creation; Process Creation; User Account Modification; Windows Registry Key Modification,,parent,0,
TA0003,Persistence,1,T1137,Office Application Startup,T1137.001,Office Template Macros,yes,Office Suite; Windows,DET0519,AN1436; AN1437,Command Execution; File Creation; File Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1137-office-application-startup/T1137.001-office-template-macros/office-template-armed-with-a-macro.yaml
TA0003,Persistence,1,T1137,Office Application Startup,T1137.002,Office Test,yes,Windows; Office Suite,DET0315,AN0880; AN0881,Command Execution; File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1137,Office Application Startup,T1137.003,Outlook Forms,yes,Windows; Office Suite,DET0029,AN0085; AN0086,Application Log Content; Command Execution; Module Load; Process Creation,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1137,Office Application Startup,T1137.004,Outlook Home Page,yes,Windows; Office Suite,DET0177,AN0502; AN0503,Application Log Content; Command Execution; Module Load; Process Creation,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1137,Office Application Startup,T1137.005,Outlook Rules,yes,Windows; Office Suite,DET0095,AN0263; AN0264,Application Log Content; Command Execution; Module Load; Process Creation,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1137,Office Application Startup,T1137.006,Add-ins,yes,Windows; Office Suite,DET0050,AN0137; AN0138,Application Log Content; Command Execution; File Creation; File Modification; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1137-office-application-startup/T1137.006-add-ins/office-add-in-registered-for-persistence.yaml
TA0003,Persistence,1,T1176,Software Extensions,,,no,Linux; macOS; Windows,DET0092,AN0251; AN0252; AN0253,Command Execution; File Creation; Network Connection Creation; Network Traffic Flow; Process Creation; Windows Registry Key Modification,,parent,0,
TA0003,Persistence,1,T1176,Software Extensions,T1176.001,Browser Extensions,yes,Linux; Windows; macOS,DET0044,AN0123; AN0124; AN0125,Command Execution; File Access; File Creation; Network Connection Creation; Network Traffic Content; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1176-software-extensions/T1176.001-browser-extensions/browser-extension-force-installed.yaml
TA0003,Persistence,1,T1176,Software Extensions,T1176.002,IDE Extensions,yes,Linux; macOS; Windows,DET0561,AN1548; AN1549; AN1550,File Creation; Network Connection Creation; Network Traffic Flow; Process Creation,,covered,1,techniques/T1176-software-extensions/T1176.002-ide-extensions/ide-extension-installed-from-an-untrusted-source.yaml
TA0003,Persistence,1,T1197,BITS Jobs,,,yes,Windows,DET0098,AN0274,Command Execution; Network Connection Creation; Process Creation; Service Creation,,covered,1,techniques/T1197-bits-jobs/bits-job-payload-transfer.yaml
TA0003,Persistence,1,T1205,Traffic Signaling,,,no,Linux; macOS; Network Devices; Windows,DET0524,AN1448; AN1449; AN1450; AN1451,Command Execution; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,parent,0,
TA0003,Persistence,1,T1205,Traffic Signaling,T1205.001,Port Knocking,yes,Linux; macOS; Network Devices; Windows,DET0302,AN0842; AN0843; AN0844; AN0845,Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
TA0003,Persistence,1,T1205,Traffic Signaling,T1205.002,Socket Filters,yes,Linux; macOS; Windows,DET0162,AN0462; AN0463; AN0464,Driver Load; Module Load; Network Connection Creation; Network Traffic Content; Process Creation; Service Creation,Driver Load; Module Load,not-covered,0,
TA0003,Persistence,1,T1505,Server Software Component,,,no,Windows; Linux; macOS; Network Devices; ESXi,DET0547,AN1507; AN1508; AN1509; AN1510,Application Log Content; Command Execution; Network Traffic Content; Network Traffic Flow; Process Creation; Scheduled Job Creation,,parent,0,
TA0003,Persistence,1,T1505,Server Software Component,T1505.001,SQL Stored Procedures,yes,Windows; Linux,DET0181,AN0511; AN0512,Module Load; Process Creation; Script Execution,Module Load,not-covered,0,
TA0003,Persistence,1,T1505,Server Software Component,T1505.002,Transport Agent,yes,Linux; Windows,DET0166,AN0472; AN0473,Application Log Content; Command Execution; File Creation; File Modification; Module Load; Process Creation,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1505,Server Software Component,T1505.003,Web Shell,yes,Linux; macOS; Network Devices; Windows,DET0394,AN1108; AN1109; AN1110,File Creation; File Modification; Logon Session Creation; Network Traffic Content; Process Creation,,covered,1,techniques/T1505-server-software-component/T1505.003-web-shell/web-server-spawning-interpreter.yaml
TA0003,Persistence,1,T1505,Server Software Component,T1505.004,IIS Components,yes,Windows,DET0068,AN0184,Application Log Content; File Creation; File Modification; Module Load; Process Creation; Service Modification,Module Load; Service Modification,blocked-telemetry,0,
TA0003,Persistence,1,T1505,Server Software Component,T1505.005,Terminal Services DLL,yes,Windows,DET0212,AN0595,File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1505,Server Software Component,T1505.006,vSphere Installation Bundles,yes,ESXi,DET0535,AN1475,Application Log Content; Command Execution; File Modification,,out-of-scope,0,
TA0003,Persistence,1,T1525,Implant Internal Image,,,yes,IaaS; Containers,DET0334,AN0946; AN0947,Image Creation; Image Modification; Instance Start,Image Creation; Image Modification; Instance Start,out-of-scope,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,,,no,Linux; macOS; Network Devices; Windows,DET0278,AN0774; AN0775; AN0776; AN0777,Command Execution; Drive Access; Drive Modification; File Creation; File Modification; Firmware Modification; Process Creation,Drive Access; Drive Modification; Firmware Modification,parent,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,T1542.001,System Firmware,yes,Network Devices; Windows,DET0099,AN0275; AN0276,Drive Access; Drive Modification; File Creation; Firmware Modification; Process Creation,Drive Access; Drive Modification; Firmware Modification,blocked-telemetry,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,T1542.002,Component Firmware,yes,Windows; Linux; macOS,DET0323,AN0916; AN0917; AN0918,Driver Load; Firmware Modification,Driver Load; Firmware Modification,blocked-telemetry,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,T1542.003,Bootkit,yes,Linux; Windows,DET0150,AN0428; AN0429,Drive Access; Drive Modification; File Creation; File Modification,Drive Access; Drive Modification,blocked-telemetry,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,T1542.004,ROMMONkit,yes,Network Devices,DET0175,AN0497,Firmware Modification; Network Connection Creation; OS API Execution,Firmware Modification; OS API Execution,out-of-scope,0,
TA0003,Persistence,1,T1542,Pre-OS Boot,T1542.005,TFTP Boot,yes,Network Devices,DET0582,AN1603,Command Execution; Firmware Modification; Network Connection Creation,Firmware Modification,out-of-scope,0,
TA0003,Persistence,1,T1543,Create or Modify System Process,,,no,Containers; Linux; macOS; Windows,DET0571,AN1575; AN1576; AN1577; AN1578,Command Execution; Container Creation; File Modification; Process Creation; Service Creation; Windows Registry Key Modification,Container Creation,parent,0,
TA0003,Persistence,1,T1543,Create or Modify System Process,T1543.001,Launch Agent,yes,macOS,DET0434,AN1208,Command Execution; File Creation; File Modification; Service Creation,,not-covered,0,
TA0003,Persistence,1,T1543,Create or Modify System Process,T1543.002,Systemd Service,yes,Linux,DET0253,AN0701,Command Execution; File Creation; File Modification; Process Creation; Service Creation,,covered,1,techniques/T1543-create-or-modify-system-process/T1543.002-systemd-service/systemd-unit-installed-for-untrusted-binary.yaml
TA0003,Persistence,1,T1543,Create or Modify System Process,T1543.003,Windows Service,yes,Windows,DET0552,AN1527,Driver Load; Process Creation; Service Creation; Windows Registry Key Modification,Driver Load,covered,1,techniques/T1543-create-or-modify-system-process/T1543.003-windows-service/service-created-for-untrusted-binary.yaml
TA0003,Persistence,1,T1543,Create or Modify System Process,T1543.004,Launch Daemon,yes,macOS,DET0401,AN1126,File Creation; File Modification; Process Creation; Service Creation,,not-covered,0,
TA0003,Persistence,1,T1543,Create or Modify System Process,T1543.005,Container Service,yes,Containers,DET0473,AN1304,Container Creation; Pod Creation; Process Creation; Service Creation,Container Creation; Pod Creation,out-of-scope,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,,,no,Linux; macOS; Windows; SaaS; IaaS; Office Suite,DET0010,AN0024; AN0025; AN0026; AN0027; AN0028; AN0029,Cloud Service Modification; Command Execution; File Metadata; File Modification; Network Traffic Content; Process Creation; Scheduled Job Creation; Script Execution; WMI Creation; Windows Registry Key Modification,Cloud Service Modification,parent,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.001,Change Default File Association,yes,Windows,DET0061,AN0170,Logon Session Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1546-event-triggered-execution/T1546.001-change-default-file-association/file-association-redirected-to-an-interpreter.yaml
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.002,Screensaver,yes,Windows,DET0154,AN0441,Process Creation; Windows Registry Key Modification,,not-covered,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.003,Windows Management Instrumentation Event Subscription,yes,Windows,DET0086,AN0236,Module Load; Process Creation; WMI Creation,Module Load,covered,1,techniques/T1546-event-triggered-execution/T1546.003-wmi-event-subscription/wmi-event-subscription-persistence.yaml
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.004,Unix Shell Configuration Modification,yes,Linux; macOS,DET0020,AN0059; AN0060,File Modification; Network Traffic Content; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.004-unix-shell-configuration-modification/shell-profile-modified-for-persistence.yaml
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.005,Trap,yes,macOS; Linux,DET0369,AN1038; AN1039,File Access; File Modification; Process Creation,,not-covered,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.006,LC_LOAD_DYLIB Addition,yes,macOS,DET0216,AN0607,File Metadata; File Modification; Module Load,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.007,Netsh Helper DLL,yes,Windows,DET0575,AN1588,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.008,Accessibility Features,yes,Windows,DET0033,AN0094,File Creation; File Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1546-event-triggered-execution/T1546.008-accessibility-features/accessibility-binary-replaced-or-debugged.yaml
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.009,AppCert DLLs,yes,Windows,DET0362,AN1029,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.010,AppInit DLLs,yes,Windows,DET0557,AN1536,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.011,Application Shimming,yes,Windows,DET0017,AN0051,File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.012,Image File Execution Options Injection,yes,Windows,DET0422,AN1186,Process Access; Process Creation; Windows Registry Key Creation; Windows Registry Key Modification,Process Access,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.013,PowerShell Profile,yes,Windows,DET0451,AN1245,Command Execution; File Creation; File Modification; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.013-powershell-profile/powershell-profile-modified-for-persistence.yaml
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.014,Emond,yes,macOS,DET0555,AN1534,Command Execution; File Creation; File Modification; Process Creation,,not-covered,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.015,Component Object Model Hijacking,yes,Windows,DET0481,AN1323,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0003,Persistence,1,T1546,Event Triggered Execution,T1546.016,Installer Packages,yes,Linux; macOS; Windows,DET0330,AN0938; AN0939; AN0940,File Creation; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.016-installer-packages/installer-package-used-for-triggered-execution.yaml
